SERIAL,REF,QUESTNNR,MODE,STARTED,AK01_01,AK01_02,AK01_03,AK01_04,AK01_05,AK01_06,AK01_07,AK01_08,AK01_09,AK02_01,AK03,AK04,AK04_07,AK04_01,AK04_02,AK04_03,AK04_04,AK04_05,AK04_06,AK05_01,AS01,AS02_01,AS03_16,AS03_16a,AS05,AS05_17,BF_Gew1,BF_Ext1,BF_Ver1,BF_Off1,BF_Neu1,BF_Ext2,BF_Ver2,BF_Gew2,BF_Ext3,BF_Off2,BF_Neu2,BF_Gew3,BF_Ver3,BF_Off3,BF_Neu3,BF03,BF04,BF05,BG02,EE01_01,EE01_02,EE01_03,EE02_01,EE02_02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,EW01_07,EW01_08,EW01_09,EW01_10,HV01_01,HV01_02,HV01_03,HV01_04,HV02_01,LM01_01,LM01_02,LM01_03,LM01_04,LM01_05,LM01_07,LM01_08,LM02,LM02x01,LM02x02,LM02x03,LM02x04,LM02x05,LM02x06,LM02x07,LM02x08,LM02x09,LM02x10,NC01_01,NC01_02,NC01_03,NC01_04,PC01_01,PC01_02,PC01_03,PC01_04,PC01_05,PC01_06,PC01_07,PC01_08,PC01_09,SD01,SD02_01,SD04_01,SELLMO_01,SELLMO_02,SELLMO_03,SELLMO_04,SELLMO_05,SELLMO_06,SELLMO_07,SELLMO_08,SELLMO_09,SELLMO_10,SELLMO_11,SELLMO_12,SELLMO_13,SELLMO_14,SELLMO_15,SELLMO_16,SELLMO_17,SELLMO_18,SELLMO_19,SELLMO_20,SELLMO_21,SELLMO_22,SELLMO_23,SELLMO_24,SELLMO_25,SELLMO_26,SELLMO_27,SELLMO_28,SELLMO_29,SELLMO_30,SELLMO_31,ST01,ST01_11,ST02_01,ST03,ST04,ST05,ST05_01,ST05_02,ST05_03,ST05_04,ST05_04a,ST05_05,ST05_05a,ST07_01,UA02_01,UA02_02,UA02_03,UA02_04,UA02_05,UA02_06,UA02_07,WL01_01,WL03_01,ZG01_CP,ZG01,ZG03_01,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID,n_NA,min_n_NA_perPerson,rows_to_keep,informed_consent
NA,316,Fragebogen6,interview,2022-10-19T15:20:43Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.6,6,FALSE,NA,NA,7,6,6,4,6,4,7,5,4,6,7,7,7,6,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,2,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,2,4,3,1,2,1,3,2,2,3,weiblich,23,NA,5,2,1,1,5,3,1,5,3,2,2,5,1,2,2,5,3,2,1,4,4,2,2,5,4,3,1,5,3,2,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,FALSE,NA,TRUE,Vollzeit arbeit in den Semesterferien,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,341,WBCSHVRP8M6QTYMB,39,NA,17,62,60,68,37,137,83,7,92,163,21,752,NA,2022-10-19T15:33:49Z,TRUE,FALSE,13,13,316,70,70,TRUE,TRUE
NA,321,Fragebogen6,interview,2022-10-19T15:22:11Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.8,1,FALSE,NA,NA,7,6,6,4,7,4,6,5,6,6,7,7,7,5,6,NA,NA,NA,Nein. Ich möchte meine Antworten nicht für wissenschaftliche Zwecke zur Verfügung stellen.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,4,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,4,4,3,3,3,3,3,3,3,3,weiblich,20,NA,4,2,3,2,5,4,2,2,1,3,3,4,1,1,2,5,2,3,2,4,4,2,3,2,4,3,2,4,1,3,3,Bachelor Primarstufe,NA,3,"Ja, ich habe bereits an der Klausur teilgenommen.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,8,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,230,N9RED79MEH2FPESA,3,NA,19,29,61,71,22,44,67,7,50,31,9,413,NA,2022-10-19T15:29:04Z,TRUE,FALSE,13,13,321,70,70,TRUE,TRUE
NA,325,Fragebogen6,interview,2022-10-19T15:21:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachhochschulreife,3.4,NA,TRUE,NA,NA,6,7,6,5,2,6,4,3,7,5,1,6,5,5,1,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,1,1,"Kerninhalte auf Withebords, Spiegeln oder auch mal Fenstern mit Folienstiften aufschrieben",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,2,2,2,3,3,1,2,2,2,männlich,24,Ich habe bereits mehrere Ausbildungen erlernt und einige Jahre Berufserfahrung gesammelt. Bin neben meinem Studium selbständig tätig. Ich Unterrichte und Bilde seit ca. 5 Jahren aus. Für mich ist das Studium hauptsächlich formalität um einen besseren Verdienst zu erlangen und weil es die Gesellschaft verlangt. Ich mag das Studium und es macht meistens auch sehr viel Spaß. Jedoch versuche ich so viel wie möglich und so schnell wie möglich abzuschließen um meine Studienzeit zu verkürzen.,3,1,1,5,4,2,1,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,5,4,1,1,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,20,FALSE,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,314,ULUBWC9WQ9RNTG7G,15,NA,12,134,96,86,44,103,108,7,111,312,7,767,NA,2022-10-19T15:38:34Z,TRUE,FALSE,13,13,325,69,69,TRUE,TRUE
NA,326,Fragebogen6,interview,2022-10-19T15:20:41Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.1,7,FALSE,NA,NA,7,7,6,5,7,4,6,6,6,6,7,5,7,6,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,3,3,1,Videos anschauen,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,1,3,4,3,3,3,3,2,3,1,weiblich,21,NA,4,4,2,4,5,4,2,5,4,3,1,4,3,4,3,5,4,2,2,4,4,5,4,1,4,2,1,5,2,4,1,Bachelor Sekundarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr überdurchschnittlich,2,TRUE,FALSE,FALSE,FALSE,NA,TRUE,Gelegentlich arbeiten,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,293,SS3V1S6N845ED1P7,4,NA,4,87,54,68,77,75,83,6,81,44,24,607,NA,2022-10-19T15:30:48Z,TRUE,FALSE,13,13,326,69,69,TRUE,TRUE
NA,346,Fragebogen6,interview,2022-10-25T04:41:23Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.9,13,FALSE,NA,NA,4,6,7,5,1,4,7,3,6,5,2,5,7,6,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,3,4,4,4,4,4,4,4,3,4,männlich,22,NA,4,1,1,2,5,1,3,3,1,1,2,4,1,1,2,4,1,1,1,4,1,1,2,4,2,1,4,4,1,1,4,Bachelor Primarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,92,95XX8N2Q4PQ1VE1W,7,NA,4,22,30,40,22,54,47,6,36,29,10,307,NA,2022-10-25T04:46:30Z,TRUE,FALSE,13,13,346,71,71,TRUE,TRUE
NA,351,Fragebogen6,interview,2022-10-19T15:21:05Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Meister/Techniker/Betriebswirt,3,NA,TRUE,NA,NA,7,6,6,6,4,4,6,7,6,6,3,4,6,5,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,2,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,4,1,1,2,1,1,2,2,1,1,männlich,34,NA,5,4,1,2,5,3,3,3,3,3,3,3,3,3,3,5,1,1,3,5,3,3,3,5,4,3,3,5,3,3,3,Bachelor Primarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,FALSE,FALSE,TRUE,10,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,168,G88XZYSLDTU4WA28,3,NA,17,43,55,80,48,109,148,13,88,25,6,635,NA,2022-10-19T15:31:41Z,TRUE,FALSE,13,13,351,71,71,TRUE,TRUE
NA,356,Fragebogen6,interview,2022-10-26T13:12:38Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.7,13,FALSE,NA,NA,7,6,7,6,7,3,2,4,5,7,5,2,7,7,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,4,2,3,2,"Durch die Lehrperson bereitsgestellte Erklärvideos oder Audiodateien zu den Lerninhalten wiederholte Male aufmerksam anhören. Falls es sich um Erklärvideos handelt, erstmal nur anhören, und in einem zweiten Schritt auch anschauen.",Ggf. Kommentare und ausführende Texte (Gegenteil von Zusammenfassungen) zu den Lerninhalten aufschreiben.,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,2,3,2,3,2,2,4,3,2,3,weiblich,28,"Ich will wissen, was mit dieser Befragung ermittelt werden soll. Ein bisschen umangenehm ist die Befragung schon, aber interessant. Die der Frage zur Einschätzung des Vorwissens im Vergleich zu den Mitstudierenden gewählte 4-stufige Antwortskala ohne Ausweichmöglichkeit (""weiß nicht"" oder ""weder noch"") fand ich nicht sinnvoll; außerdem ist mir nicht klar, warum im Vergleich dazu für die ""Im Studium geht es mir um...""-Fragen hingegen eine 5-stufige Skala mit einer ""weder noch""-Option gewählt wurde. Auf den Aspekt ""schnell sein"" wurde meiner Erinnerung nach nicht eingegangen (höchstens vielleicht durch ""effizient arbeiten"", aber ich weiß gar nicht mehr, ob dieses Item überhaupt abgefragt wurde), obwohl das mit dem Arbeitsaufwand zusammenhängt. Was bedeutet eigentlich Arbeitsaufwand? Eine andere Verständnisfrage bezieht sich auf das ""Zeigen, dass man etwas gut kann"". Ist damit eher das Zeigen in Prüfungen oder das Zeigen in der Zeit der laufenden Lehrveranstaltungen (mündliche Beiträge, Bearbeitung von Aufgaben) gemeint?",5,4,1,2,5,3,1,5,1,1,2,5,1,1,2,5,2,1,2,5,4,4,1,5,3,2,2,4,1,2,2,Bachelor Primarstufe,NA,6,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,-1,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,64,6ATCQH38VF285QY5,773,NA,6,547,97,85,54,198,286,7,197,816,58,1088,NA,2022-10-26T14:04:43Z,TRUE,FALSE,13,13,356,68,68,TRUE,TRUE
NA,357,Fragebogen6,interview,2022-10-19T15:22:47Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.6,4,FALSE,NA,NA,5,6,4,6,6,6,7,5,6,6,6,6,6,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,2,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,3,3,2,3,3,2,3,2,3,weiblich,21,NA,4,4,2,3,5,2,2,4,4,3,3,5,4,3,2,5,4,2,3,5,4,2,2,4,3,3,2,4,3,3,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,238,NWCLBGV7HZZC9ZXE,3,NA,7,29,43,52,31,58,46,6,64,46,18,403,NA,2022-10-19T15:29:30Z,TRUE,FALSE,13,13,357,71,71,TRUE,TRUE
NA,358,Fragebogen6,interview,2022-10-19T15:20:27Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.6,4,FALSE,NA,NA,5,6,6,6,2,6,7,3,6,7,1,5,7,6,1,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,2,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,4,3,3,4,3,4,2,3,2,männlich,27,NA,5,2,1,4,5,2,4,4,1,1,3,5,1,1,4,5,1,1,4,5,4,2,3,4,4,1,4,5,1,1,4,Bachelor Sekundarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,"7,5",FALSE,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,340,WAGGCBLD4HTS56LV,4,NA,7,78,73,96,55,83,63,7,95,47,20,628,NA,2022-10-19T15:30:55Z,TRUE,FALSE,13,13,358,70,70,TRUE,TRUE
NA,360,Fragebogen6,interview,2022-10-19T15:20:30Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,9,FALSE,NA,NA,6,5,6,5,7,4,3,3,1,7,4,3,6,7,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,4,3,3,3,3,4,2,3,1,weiblich,21,NA,4,2,1,2,5,4,3,3,2,1,2,4,1,1,3,5,2,2,3,5,3,3,2,5,3,3,2,5,1,2,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173,H56ZSWP6MTCRPBXM,37,NA,15,43,98,105,63,112,77,12,130,92,79,831,NA,2022-10-19T15:34:53Z,TRUE,FALSE,13,13,360,71,71,TRUE,TRUE
NA,366,Fragebogen6,interview,2022-10-19T15:21:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.7,5,FALSE,NA,NA,5,6,4,5,3,4,5,4,6,7,4,5,7,7,1,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,3,1,4,2,1,Tonaufnahmen von Zusammenfassungen,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,2,3,1,2,4,2,2,3,3,männlich,26,NA,4,1,1,3,5,1,3,3,1,1,2,5,1,1,3,4,1,1,2,4,3,1,2,5,2,1,2,5,1,1,2,Bachelor Sekundarstufe,NA,7,"Ja, ich habe bereits an der Klausur teilgenommen.",sehr unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,10,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,322,UXUC52CXVWTU6CHX,5,NA,7,69,51,52,39,56,61,10,79,28,15,472,NA,2022-10-19T15:29:11Z,TRUE,FALSE,13,13,366,69,69,TRUE,TRUE
NA,379,Fragebogen6,interview,2022-10-20T15:39:25Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.4,4,FALSE,NA,NA,7,7,6,5,7,7,7,6,7,7,5,6,7,7,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,4,2,2,1,1,2,2,1,2,1,weiblich,24,NA,5,4,2,3,5,2,3,4,2,1,3,4,1,1,1,5,2,1,3,4,4,2,1,5,4,1,3,5,1,1,3,Bachelor Sekundarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,FALSE,TRUE,FALSE,TRUE,4,FALSE,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,331,VCXBAVXV5RQSKUSF,1,NA,4,47,44,39,61,52,51,15,61,14,13,402,NA,2022-10-20T15:46:07Z,TRUE,FALSE,13,13,379,70,70,TRUE,TRUE
NA,383,Fragebogen6,interview,2022-10-26T14:27:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.1,2,FALSE,NA,NA,6,7,6,4,7,6,1,1,7,5,4,7,7,6,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,4,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,4,4,4,4,3,4,2,1,1,weiblich,31,NA,4,1,2,4,5,2,1,1,1,1,1,4,1,1,4,5,2,1,4,5,4,1,1,5,4,1,4,5,1,1,4,Bachelor Primarstufe,NA,9,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,4,TRUE,TRUE,FALSE,TRUE,10,TRUE,Wohngeld,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,362,XCV4RMTRH43M3V4G,3,NA,4,51,55,53,28,67,62,7,80,22,20,452,NA,2022-10-26T14:35:24Z,TRUE,FALSE,13,13,383,69,69,TRUE,TRUE
NA,388,Fragebogen6,interview,2022-10-19T15:21:07Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.1,7,FALSE,NA,NA,6,6,5,4,7,6,5,6,6,2,7,6,5,3,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,2,1,2,2,2,3,1,2,weiblich,20,NA,4,4,2,3,5,2,1,3,3,1,1,5,2,2,1,5,1,1,1,5,5,2,1,5,5,2,1,5,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,-1,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,66,6GP739M38H4N9UEE,4,NA,5,80,76,116,72,99,71,9,154,173,50,909,NA,2022-10-19T15:36:16Z,TRUE,FALSE,13,13,388,71,71,TRUE,TRUE
NA,389,Fragebogen6,interview,2022-10-19T15:26:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,5,FALSE,NA,NA,5,3,7,3,6,1,6,2,2,5,7,4,7,4,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,1,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,5,4,4,4,4,3,3,3,4,3,weiblich,23,NA,4,4,4,2,4,5,3,2,3,4,3,4,4,5,3,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,4,Bachelor Sekundarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,-1,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,199,KX1CFPT5M3DWDBM7,2,NA,6,49,36,50,29,46,50,8,57,30,52,415,NA,2022-10-19T15:33:01Z,TRUE,FALSE,13,13,389,71,71,TRUE,TRUE
NA,391,Fragebogen6,interview,2022-10-19T15:20:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.6,7,FALSE,NA,NA,5,4,6,5,7,3,6,2,4,6,4,4,7,7,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,1,2,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,5,3,4,3,4,3,3,3,3,2,männlich,21,NA,4,2,1,3,4,2,3,4,3,1,2,4,1,1,2,5,1,1,4,3,3,4,3,4,4,2,3,3,1,3,4,Bachelor Sekundarstufe,NA,5,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,115,B8V2DN4KLDN8QCRX,2,NA,16,28,85,65,29,50,46,7,56,20,24,428,NA,2022-10-19T15:27:26Z,TRUE,FALSE,13,13,391,71,71,TRUE,TRUE
NA,392,Fragebogen6,interview,2022-10-19T15:21:10Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.9,11,FALSE,NA,NA,6,5,6,6,6,4,6,5,4,6,6,4,6,7,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,2,2,3,1,1,Altklausuren,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,2,2,2,2,3,2,3,3,1,2,weiblich,20,/,4,3,3,2,4,2,2,4,3,3,2,5,3,4,2,5,2,2,3,5,4,3,1,5,3,4,2,5,3,2,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,FALSE,NA,TRUE,Ferienjob in einer Fabrik,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1916M9FQN7TG9ET3,3,NA,2,55,38,48,33,95,52,5,74,79,54,538,NA,2022-10-19T15:30:08Z,TRUE,FALSE,13,13,392,68,68,TRUE,TRUE
